Region;Markt;Diagram;Name;Einheit;Quelle;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Serbien;Instant-Kaffee;Online-Umsatzanteil;Offline;Prozent;Statista;;;;;;99,953;99,949;99,943;99,931;99,924;99,918;99,91;99,901;99,89
Serbien;Instant-Kaffee;Online-Umsatzanteil;Online;Prozent;Statista;;;;;;0,047;0,051;0,057;0,069;0,076;0,082;0,09;0,099;0,11
Serbien;Instant-Kaffee;Mobil- vs. Desktop-Anteil;Desktop;Prozent;Statista;;;;;;64,22;61,812;60,083;58,685;57,882;57,684;57,524;57,393;57,28
Serbien;Instant-Kaffee;Mobil- vs. Desktop-Anteil;Mobile;Prozent;Statista;;;;;;35,78;38,188;39,917;41,315;42,118;42,316;42,476;42,607;42,72
Serbien;Instant-Kaffee;Volumen;Total;Millionen Kilogramm;Statista;14,423;14,694;14,775;14,729;14,709;14,806;14,964;15,258;14,399;15,225;13,835;15,194;15,397;15,577
Serbien;Instant-Kaffee;Volumen;Instant-Kaffee, außer Haus;Millionen Kilogramm;Statista;0,767;0,786;0,797;0,803;0,812;0,831;0,857;0,895;0,688;0,865;0,85;1,017;1,071;1,125
Serbien;Instant-Kaffee;Volumen;Instant-Kaffee, zu Hause;Millionen Kilogramm;Statista;13,656;13,908;13,978;13,926;13,896;13,975;14,107;14,363;13,711;14,36;12,986;14,178;14,327;14,451
Serbien;Instant-Kaffee;Volumenveränderung;Total;Prozent;Statista;;1,877;0,551;-0,309;-0,139;0,662;1,068;1,963;-5,626;5,736;-9,132;9,826;1,334;1,167
Serbien;Instant-Kaffee;Volumenveränderung;Instant-Kaffee, außer Haus;Prozent;Statista;;2,536;1,387;0,745;1,191;2,326;3,109;4,427;-23,127;25,785;-1,842;19,676;5,298;5,11
Serbien;Instant-Kaffee;Volumenveränderung;Instant-Kaffee, zu Hause;Prozent;Statista;;1,84;0,504;-0,369;-0,216;0,565;0,947;1,813;-4,535;4,73;-9,571;9,181;1,049;0,872
Serbien;Instant-Kaffee;Durchschnittliches Volumen pro Kopf;Total;Kilogramm;Statista;1,999;2,046;2,067;2,07;2,079;2,103;2,137;2,188;2,073;2,2;2,008;2,215;2,255;2,293
Serbien;Instant-Kaffee;Durchschnittliches Volumen pro Kopf;Instant-Kaffee, außer Haus;Kilogramm;Statista;0,106;0,109;0,112;0,113;0,115;0,118;0,122;0,128;0,099;0,125;0,123;0,148;0,157;0,166
Serbien;Instant-Kaffee;Durchschnittliches Volumen pro Kopf;Instant-Kaffee, zu Hause;Kilogramm;Statista;1,892;1,937;1,956;1,958;1,964;1,985;2,015;2,059;1,974;2,075;1,885;2,067;2,099;2,127
